"data","animale","specie","malattia","peso","dieta","veterinario"
"2022-07-13",17,"Python carpet","",406356,"","JSMTOX87J13M178N"
"2022-08-12",17,"Python carpet","",406349,"","DBEFQA23Q80X119K"
"2022-09-11",17,"Python carpet","",406352,"","IMIZZV64U93B294I"
"2022-10-11",17,"Python carpet","",406348,"","JWDPWX14W11D641Z"
"2022-11-10",17,"Python carpet","",406357,"","CBQNTJ86T75R285F"
"2022-12-10",17,"Python carpet","",406353,"","UEESQB52D01C783S"
"2023-01-09",17,"Python carpet","",406348,"","BJKQKC10K57B486P"
"2023-02-08",17,"Python carpet","",406363,"","OVLOWK98S40H989D"
"2021-05-01",17,"Cat long-tailed spotted","",610222,"","BASQCC79U17X832X"
"2021-05-31",17,"Cat long-tailed spotted","",610217,"","YXVNEZ27G41S684L"
"2021-06-30",17,"Cat long-tailed spotted","",610221,"","OVLOWK98S40H989D"
"2021-07-30",17,"Cat long-tailed spotted","",610230,"","IMIZZV64U93B294I"
"2021-08-29",17,"Cat long-tailed spotted","",610221,"","RMUFCJ21P23Y875K"
"2021-09-15",17,"Cat long-tailed spotted","Scrapie",610228,"Mangime a base di Vegetali per 1 mese","OJUKSG65F46U287A"
"2021-09-25",17,"Cat long-tailed spotted","Encefalopatie spongiformi trasmissibili",610217,"Mangime a base di Vegetali per 1 mese","HKASFO52W74K212M"
"2021-10-25",17,"Cat long-tailed spotted","",610219,"","BPIZZN04U03S425U"
"2021-11-24",17,"Cat long-tailed spotted","",610222,"","GQNGLA85E82M951E"
"2021-12-24",17,"Cat long-tailed spotted","",610218,"","ZUSDBT27S18I066Q"
"2022-01-20",17,"Cat long-tailed spotted","Peste suina africana",610220,"No carne per 2 mesi","EURLCQ48T11L828X"
"2022-02-19",17,"Cat long-tailed spotted","",610218,"","GQNGLA85E82M951E"
"2022-03-21",17,"Cat long-tailed spotted","",610229,"","IMIZZV64U93B294I"
"2022-04-20",17,"Cat long-tailed spotted","",610222,"","HXOPFS49O09L860N"
"2022-05-20",17,"Cat long-tailed spotted","",610224,"","CBQNTJ86T75R285F"
"2022-06-19",17,"Cat long-tailed spotted","",610218,"","KVOXDR94O16L595F"
"2021-01-06",17,"Rattlesnake horned","",813664,"","BIBFLF29M44P727K"
"2021-02-05",17,"Rattlesnake horned","",813659,"","YXVNEZ27G41S684L"
"2021-03-07",17,"Rattlesnake horned","Tubercolosi bovina",813666,"Dieta liquida per 1 mese e poi risentire il Veterinario Curante","CBQNTJ86T75R285F"
"2021-04-06",17,"Rattlesnake horned","",813672,"","HUWCCJ71H63A894K"
"2021-05-06",17,"Rattlesnake horned","",813666,"","GTRNQS12W82G871H"
"2021-06-05",17,"Rattlesnake horned","",813670,"","XZARRT13S94C682F"
"2021-07-05",17,"Rattlesnake horned","",813655,"","BENAZV35V84G728Y"
"2021-08-04",17,"Rattlesnake horned","",813670,"","QENHBQ79P95H124I"
"2021-09-03",17,"Rattlesnake horned","",813659,"","SDOZRQ24F16Z694M"
"2021-10-03",17,"Rattlesnake horned","",813673,"","DOXGCA67I93B435L"
"2021-11-02",17,"Rattlesnake horned","",813666,"","IQCTNU06Z63Q898C"
"2021-12-02",17,"Rattlesnake horned","",813666,"","MJJYOH26B81U169C"
"2022-01-01",17,"Rattlesnake horned","",813668,"","LSXHKI99G45I261M"
"2022-01-31",17,"Rattlesnake horned","",813664,"","TXIJSS76W27X542H"
"2022-03-02",17,"Rattlesnake horned","",813670,"","QENHBQ79P95H124I"
"2022-04-01",17,"Rattlesnake horned","",813670,"","CBFDND09F91H546K"
"2022-05-01",17,"Rattlesnake horned","",813657,"","FFNPLL70Q85Q417Y"
"2022-05-31",17,"Rattlesnake horned","",813663,"","JSMTOX87J13M178N"
"2022-06-30",17,"Rattlesnake horned","",813672,"","BIBFLF29M44P727K"
"2022-07-10",17,"Rattlesnake horned","BSE (bovine spongiform encephalopathy)",813665,"No carne per 2 mesi","BPIZZN04U03S425U"
"2022-08-09",17,"Rattlesnake horned","Encefalopatie spongiformi trasmissibili",813672,"Solo mangime medico per 4 settimane","PNJORE64G35W983Z"
"2022-09-08",17,"Rattlesnake horned","",813663,"","WZANMN50R81D594P"
"2022-10-08",17,"Rattlesnake horned","",813658,"","HOINOQ93M20S623A"
"2022-11-07",17,"Rattlesnake horned","",813658,"","ICQQFH55P73G575S"
"2022-12-07",17,"Rattlesnake horned","",813669,"","HODKWJ04P69L937F"
"2021-01-04",17,"Mockingbird galapagos","",395097,"","SDOZRQ24F16Z694M"
"2021-02-03",17,"Mockingbird galapagos","",395100,"","HXOPFS49O09L860N"
"2021-03-05",17,"Mockingbird galapagos","",395088,"","OQMRLZ73Z10C877E"
"2021-04-04",17,"Mockingbird galapagos","",395088,"","HLZDCY93J51K599T"
"2021-05-04",17,"Mockingbird galapagos","",395094,"","TAKTMI77H14V676G"
"2021-06-03",17,"Mockingbird galapagos","",395102,"","ZUSDBT27S18I066Q"
"2021-07-03",17,"Mockingbird galapagos","",395095,"","ZUSDBT27S18I066Q"
"2021-08-02",17,"Mockingbird galapagos","",395091,"","GTBBNJ43V27L642G"
"2021-09-01",17,"Mockingbird galapagos","",395095,"","SBFNFR02Y66Y686T"
"2021-10-01",17,"Mockingbird galapagos","Leishmania",395106,"Solo mangime medico per 4 settimane","ZUSDBT27S18I066Q"
"2021-10-31",17,"Mockingbird galapagos","",395097,"","QJESUE82Q82S026B"
"2021-11-30",17,"Mockingbird galapagos","",395096,"","KDIHSK05G77B383M"
"2021-12-30",17,"Mockingbird galapagos","",395090,"","IQCTNU06Z63Q898C"
"2022-01-29",17,"Mockingbird galapagos","",395102,"","HIJOOR58D37G603M"
"2022-02-28",17,"Mockingbird galapagos","",395103,"","RRSPAR95S04V869K"
"2022-03-30",17,"Mockingbird galapagos","",395099,"","OILQPX59S83T716L"
"2022-04-02",17,"Mockingbird galapagos","Brucellosi",395100,"Mangime a base di Vegetali per 1 mese","ZUSDBT27S18I066Q"
"2022-05-02",17,"Mockingbird galapagos","",395091,"","HLZDCY93J51K599T"
"2022-06-01",17,"Mockingbird galapagos","",395098,"","IKPIXP95B63A322L"
"2021-01-29",17,"Buttermilk snake","",81012,"","ZQNFVZ88N58P737Y"
"2021-02-28",17,"Buttermilk snake","",81014,"","QKPKQX43V87J697X"
"2021-03-30",17,"Buttermilk snake","",81010,"","OPFLBG35E28T343X"
"2021-04-29",17,"Buttermilk snake","",81011,"","DGNSAO74I34G132X"
"2021-05-29",17,"Buttermilk snake","",81004,"","TDFCSH37D78G480U"
"2021-06-28",17,"Buttermilk snake","",81014,"","CBQNTJ86T75R285F"
"2021-07-28",17,"Buttermilk snake","",81006,"","UNMMKP78I91B283B"
"2021-08-27",17,"Buttermilk snake","",81016,"","MXWYXX83C31B873T"
"2021-09-26",17,"Buttermilk snake","",81007,"","WZANMN50R81D594P"
"2021-10-26",17,"Buttermilk snake","",81013,"","BENAZV35V84G728Y"
"2021-11-25",17,"Buttermilk snake","",81005,"","UAYJOG77C56Q827R"
"2021-12-25",17,"Buttermilk snake","",81019,"","YXVNEZ27G41S684L"
"2022-01-24",17,"Buttermilk snake","Salmonellosi aviarie non tifoidee",81010,"Solo mangime medico per 4 settimane","HODKWJ04P69L937F"
"2022-02-23",17,"Buttermilk snake","",81003,"","GQNGLA85E82M951E"
"2022-03-09",17,"Buttermilk snake","BSE (bovine spongiform encephalopathy)",81004,"Dieta liquida per 1 mese e poi risentire il Veterinario Curante","BXKXIK91F37M945W"
"2021-02-27",17,"Red-cheeked cordon bleu","",762159,"","DISLRN11Y28S991O"
"2021-03-29",17,"Red-cheeked cordon bleu","",762155,"","SFFKVE90Y79P278X"
"2021-04-28",17,"Red-cheeked cordon bleu","",762160,"","YXVNEZ27G41S684L"
"2021-05-28",17,"Red-cheeked cordon bleu","",762153,"","IKPIXP95B63A322L"
"2021-06-27",17,"Red-cheeked cordon bleu","",762166,"","QKPKQX43V87J697X"
"2021-07-27",17,"Red-cheeked cordon bleu","Malattia vescicolare dei suini",762161,"Solo mangime medico per 4 settimane","PIGYLO79S06Z799G"
"2021-08-26",17,"Red-cheeked cordon bleu","",762165,"","XZARRT13S94C682F"
"2021-09-25",17,"Red-cheeked cordon bleu","",762168,"","BENAZV35V84G728Y"
"2021-10-25",17,"Red-cheeked cordon bleu","",762161,"","UNMMKP78I91B283B"
"2021-11-24",17,"Red-cheeked cordon bleu","",762163,"","BXKXIK91F37M945W"
"2021-12-24",17,"Red-cheeked cordon bleu","Trichinella",762166,"Solo mangime medico per 4 settimane","KDIHSK05G77B383M"
"2022-01-23",17,"Red-cheeked cordon bleu","",762152,"","RRSPAR95S04V869K"
"2022-02-22",17,"Red-cheeked cordon bleu","",762151,"","JWDPWX14W11D641Z"
"2022-03-24",17,"Red-cheeked cordon bleu","",762162,"","DGNSAO74I34G132X"
"2021-01-23",17,"Bird pied butcher","Peste suina africana",955588,"Mangime a base di Vegetali per 1 mese","KUCTKZ61T24Y447T"
"2021-02-22",17,"Bird pied butcher","",955596,"","IQCTNU06Z63Q898C"
"2021-03-24",17,"Bird pied butcher","",955589,"","EURLCQ48T11L828X"
"2021-04-23",17,"Bird pied butcher","",955594,"","UEESQB52D01C783S"
"2021-05-23",17,"Bird pied butcher","",955584,"","JWDPWX14W11D641Z"
"2021-06-22",17,"Bird pied butcher","",955581,"","DMWBFI26H80R696J"
"2021-07-22",17,"Bird pied butcher","",955584,"","ZQNFVZ88N58P737Y"
"2021-08-21",17,"Bird pied butcher","",955592,"","TCIEMF28M57K540I"
"2021-09-20",17,"Bird pied butcher","",955597,"","CBFDND09F91H546K"
"2021-10-20",17,"Bird pied butcher","",955585,"","SRCJIT69V69B232C"
"2021-11-19",17,"Bird pied butcher","",955587,"","HKASFO52W74K212M"
"2021-12-19",17,"Bird pied butcher","",955597,"","DBEFQA23Q80X119K"
"2022-01-18",17,"Bird pied butcher","",955588,"","DMWBFI26H80R696J"
"2022-02-17",17,"Bird pied butcher","",955597,"","QJESUE82Q82S026B"
"2022-03-19",17,"Bird pied butcher","",955588,"","OPFLBG35E28T343X"
"2022-04-18",17,"Bird pied butcher","",955590,"","RELZWK33P23V293V"
"2022-05-10",17,"Bird pied butcher","Afta epizootica",955584,"Alternare vegetali a mangime medico","HLZDCY93J51K599T"
"2022-06-09",17,"Bird pied butcher","",955581,"","JWDPWX14W11D641Z"
"2022-06-20",17,"Bird pied butcher","Brucellosi",955581,"Alternare carne nelle settimane dispari e verdure nelle settimane pari","CSURHY42I31P326H"
"2022-07-20",17,"Bird pied butcher","",955596,"","KDIHSK05G77B383M"
"2022-08-19",17,"Bird pied butcher","",955581,"","ZFOAKJ36I08K413L"
"2022-09-18",17,"Bird pied butcher","",955591,"","OILQPX59S83T716L"
"2022-10-18",17,"Bird pied butcher","",955583,"","DOXGCA67I93B435L"
"2022-11-17",17,"Bird pied butcher","",955594,"","BJFCGM55W01H356I"
"2022-12-17",17,"Bird pied butcher","",955583,"","DBEFQA23Q80X119K"
"2023-01-16",17,"Bird pied butcher","",955580,"","ZXSPCC42H10W293Q"
"2023-02-15",17,"Bird pied butcher","",955597,"","CBQNTJ86T75R285F"
"2023-03-17",17,"Bird pied butcher","",955581,"","LSXHKI99G45I261M"
"2021-09-08",17,"Anteater giant","",745095,"","ZQNFVZ88N58P737Y"
"2021-10-08",17,"Anteater giant","",745102,"","HTIZLM98F82A499K"
"2021-10-18",17,"Anteater giant","Salmonellosi aviarie non tifoidee",745091,"No carne per 2 mesi","BASQCC79U17X832X"
"2021-10-30",17,"Anteater giant","Scrapie",745088,"No mangime per i prossimi 2 mesi solo Vegetali","UAYJOG77C56Q827R"
"2021-11-29",17,"Anteater giant","",745104,"","BIBFLF29M44P727K"
"2021-12-29",17,"Anteater giant","",745103,"","LSXHKI99G45I261M"
"2022-01-28",17,"Anteater giant","",745090,"","RMUFCJ21P23Y875K"
"2022-02-15",17,"Anteater giant","Leucosi bovina enzootica",745099,"No mangime per i prossimi 2 mesi solo Vegetali","KDIHSK05G77B383M"
"2022-03-17",17,"Anteater giant","",745096,"","RMUFCJ21P23Y875K"
"2022-04-16",17,"Anteater giant","",745094,"","LXLDKR21X49J408B"
"2022-05-16",17,"Anteater giant","",745100,"","IKPIXP95B63A322L"
"2022-06-15",17,"Anteater giant","",745088,"","BASQCC79U17X832X"
"2022-07-02",17,"Anteater giant","Scrapie",745090,"Solo mangime medico per 4 settimane","BIBFLF29M44P727K"
"2022-08-01",17,"Anteater giant","",745091,"","KDIHSK05G77B383M"
"2022-08-31",17,"Anteater giant","West nile disease",745089,"No mangime per i prossimi 2 mesi solo Vegetali","ZQNFVZ88N58P737Y"
"2022-09-30",17,"Anteater giant","",745097,"","PIGYLO79S06Z799G"
"2022-10-30",17,"Anteater giant","",745093,"","VWGGON61Q76R110T"
"2022-11-29",17,"Anteater giant","",745100,"","PTLZUN37T49S915U"
"2022-12-29",17,"Anteater giant","",745090,"","KAXJUP32M42L944Z"
"2021-07-03",17,"Goose greylag","",255544,"","MXWYXX83C31B873T"
"2021-08-02",17,"Goose greylag","",255552,"","SFFKVE90Y79P278X"
"2021-09-01",17,"Goose greylag","",255544,"","GTBBNJ43V27L642G"
"2021-10-01",17,"Goose greylag","",255545,"","WZANMN50R81D594P"
"2021-10-31",17,"Goose greylag","",255547,"","HODKWJ04P69L937F"
"2021-11-30",17,"Goose greylag","",255535,"","HODKWJ04P69L937F"
"2021-12-30",17,"Goose greylag","",255551,"","IMIZZV64U93B294I"
"2022-01-29",17,"Goose greylag","",255541,"","IQCTNU06Z63Q898C"
"2022-02-28",17,"Goose greylag","",255552,"","ZXSPCC42H10W293Q"
"2022-03-30",17,"Goose greylag","",255546,"","VWGGON61Q76R110T"
"2022-04-29",17,"Goose greylag","",255546,"","TDFCSH37D78G480U"
"2022-05-29",17,"Goose greylag","",255549,"","XZARRT13S94C682F"
"2021-10-02",17,"Kangaroo western grey","",459476,"","QENHBQ79P95H124I"
"2021-10-25",17,"Kangaroo western grey","Peste suina africana",459469,"No mangime per i prossimi 2 mesi solo Vegetali","NPXWCN73L74H814E"
"2021-11-24",17,"Kangaroo western grey","",459480,"","TAKTMI77H14V676G"
"2021-12-24",17,"Kangaroo western grey","",459470,"","ICQQFH55P73G575S"
"2022-01-23",17,"Kangaroo western grey","",459485,"","RZXHMF06C91C657B"
"2022-02-22",17,"Kangaroo western grey","",459471,"","TDFCSH37D78G480U"
"2022-03-24",17,"Kangaroo western grey","Malattia vescicolare dei suini",459476,"Solo mangime medico per 4 settimane","NPXWCN73L74H814E"
"2022-04-23",17,"Kangaroo western grey","Tubercolosi bovina",459467,"Dieta liquida per 1 mese e poi risentire il Veterinario Curante","DZNPCP87G63Q961Q"
"2022-05-23",17,"Kangaroo western grey","",459475,"","CBFDND09F91H546K"
"2022-06-22",17,"Kangaroo western grey","Salmonellosi aviarie non tifoidee",459481,"Dieta liquida per 1 mese e poi risentire il Veterinario Curante","DMWBFI26H80R696J"
"2022-07-22",17,"Kangaroo western grey","BSE (bovine spongiform encephalopathy)",459484,"No mangime per i prossimi 2 mesi solo Vegetali","SRCJIT69V69B232C"
"2022-08-21",17,"Kangaroo western grey","",459473,"","EURLCQ48T11L828X"
"2022-09-20",17,"Kangaroo western grey","",459468,"","KUCTKZ61T24Y447T"
"2022-09-30",17,"Kangaroo western grey","Rabbia",459475,"Mangime a base di Vegetali per 1 mese","PTLZUN37T49S915U"
"2022-10-30",17,"Kangaroo western grey","",459480,"","NPXWCN73L74H814E"
"2022-11-29",17,"Kangaroo western grey","",459477,"","JSMTOX87J13M178N"
"2022-12-29",17,"Kangaroo western grey","",459469,"","DMWBFI26H80R696J"
"2023-01-08",17,"Kangaroo western grey","Malattia vescicolare dei suini",459476,"No mangime per i prossimi 2 mesi solo Vegetali","MXWYXX83C31B873T"
"2023-02-07",17,"Kangaroo western grey","",459481,"","KDIHSK05G77B383M"
"2023-03-09",17,"Kangaroo western grey","",459480,"","UBZOGR62T44A438F"
"2023-04-08",17,"Kangaroo western grey","",459469,"","RMUFCJ21P23Y875K"
"2023-05-08",17,"Kangaroo western grey","",459479,"","RZXHMF06C91C657B"
"2023-06-07",17,"Kangaroo western grey","",459468,"","FFNPLL70Q85Q417Y"
"2021-10-28",17,"Racer snake","",893250,"","BXKXIK91F37M945W"
"2021-11-27",17,"Racer snake","",893244,"","AZVQRE05Q26F968B"
"2021-12-27",17,"Racer snake","",893252,"","VWVRAA05P61R641G"
"2022-01-26",17,"Racer snake","",893242,"","DZNPCP87G63Q961Q"
"2021-08-21",17,"Worm snake unidentified","Rabbia",73534,"Dieta liquida per 1 mese e poi risentire il Veterinario Curante","QKPKQX43V87J697X"
"2021-09-20",17,"Worm snake unidentified","",73531,"","HIJOOR58D37G603M"
"2021-09-30",17,"Worm snake unidentified","Leucosi bovina enzootica",73525,"Alternare carne nelle settimane dispari e verdure nelle settimane pari","AZVQRE05Q26F968B"
"2021-10-30",17,"Worm snake unidentified","",73537,"","QKPKQX43V87J697X"
"2021-11-29",17,"Worm snake unidentified","",73535,"","ZUSDBT27S18I066Q"
"2021-12-29",17,"Worm snake unidentified","",73542,"","SDOZRQ24F16Z694M"
"2022-01-28",17,"Worm snake unidentified","",73538,"","NPXWCN73L74H814E"
"2022-02-27",17,"Worm snake unidentified","",73525,"","BJKQKC10K57B486P"
"2022-03-29",17,"Worm snake unidentified","",73543,"","EURLCQ48T11L828X"
"2021-01-28",17,"Glider feathertail","",436937,"","PNJORE64G35W983Z"
"2021-02-27",17,"Glider feathertail","",436943,"","BJKQKC10K57B486P"
"2021-03-29",17,"Glider feathertail","",436945,"","OILQPX59S83T716L"
"2021-04-28",17,"Glider feathertail","",436940,"","CFHACW39N88B188Y"
"2021-05-10",17,"Glider feathertail","Brucellosi",436941,"No carne per 2 mesi","DGNSAO74I34G132X"
"2021-06-09",17,"Glider feathertail","",436935,"","QJESUE82Q82S026B"
"2021-07-09",17,"Glider feathertail","",436930,"","VWGGON61Q76R110T"
"2021-08-08",17,"Glider feathertail","",436928,"","IKPIXP95B63A322L"
"2021-09-07",17,"Glider feathertail","",436930,"","CFHACW39N88B188Y"
"2021-10-07",17,"Glider feathertail","",436937,"","GGGXXP31J75H693A"
"2021-11-06",17,"Glider feathertail","",436946,"","VWVRAA05P61R641G"
"2021-12-06",17,"Glider feathertail","",436945,"","UBZOGR62T44A438F"
"2021-12-10",17,"Glider feathertail","Trichinella",436946,"Mangime a base di Vegetali per 1 mese","HTIZLM98F82A499K"
"2021-12-18",17,"Glider feathertail","Febbre catarrale degli ovini",436943,"No mangime per i prossimi 2 mesi solo Vegetali","DGNSAO74I34G132X"
"2022-01-17",17,"Glider feathertail","",436935,"","PTLZUN37T49S915U"
"2022-02-16",17,"Glider feathertail","",436934,"","HXOPFS49O09L860N"
"2022-03-18",17,"Glider feathertail","",436932,"","VJJKWX04D16K852M"
"2022-04-17",17,"Glider feathertail","",436938,"","QJESUE82Q82S026B"
"2022-05-17",17,"Glider feathertail","",436935,"","IKPIXP95B63A322L"
"2022-06-16",17,"Glider feathertail","",436940,"","UBZOGR62T44A438F"
"2022-07-16",17,"Glider feathertail","",436943,"","CBQNTJ86T75R285F"
"2022-08-15",17,"Glider feathertail","",436938,"","HXOPFS49O09L860N"
"2022-09-14",17,"Glider feathertail","",436931,"","VWGGON61Q76R110T"
"2022-10-14",17,"Glider feathertail","",436939,"","PNJORE64G35W983Z"
"2022-11-13",17,"Glider feathertail","",436933,"","VJJKWX04D16K852M"
"2022-11-23",17,"Glider feathertail","Rinotracheite infettiva del bovino (IBR)",436932,"Alternare vegetali a mangime medico","JSMTOX87J13M178N"
"2022-12-23",17,"Glider feathertail","",436930,"","BJFCGM55W01H356I"
"2023-01-22",17,"Glider feathertail","",436928,"","QKPKQX43V87J697X"
"2023-02-21",17,"Glider feathertail","",436935,"","KVOXDR94O16L595F"
"2023-03-23",17,"Glider feathertail","",436936,"","DGDYWC41W37X227L"
"2023-04-22",17,"Glider feathertail","",436939,"","VJJKWX04D16K852M"
"2023-05-22",17,"Glider feathertail","",436932,"","EXTHNF29D85P050R"
"2023-06-21",17,"Glider feathertail","",436929,"","JWDPWX14W11D641Z"
"2023-06-25",17,"Glider feathertail","Influenza aviaria",436935,"No mangime per i prossimi 2 mesi solo Vegetali","OVLOWK98S40H989D"
"2023-07-25",17,"Glider feathertail","",436942,"","KAXJUP32M42L944Z"
"2023-08-24",17,"Glider feathertail","",436933,"","RELZWK33P23V293V"
"2021-07-26",17,"Wapiti elk","",478718,"","JSMTOX87J13M178N"
"2021-08-25",17,"Wapiti elk","",478725,"","RRSPAR95S04V869K"
"2021-09-24",17,"Wapiti elk","Leucosi bovina enzootica",478719,"Alternare vegetali a mangime medico","BPIZZN04U03S425U"
"2021-10-24",17,"Wapiti elk","",478711,"","OVLOWK98S40H989D"
"2021-11-23",17,"Wapiti elk","",478713,"","QJESUE82Q82S026B"
"2021-12-23",17,"Wapiti elk","",478725,"","QJESUE82Q82S026B"
"2022-01-22",17,"Wapiti elk","",478721,"","XZARRT13S94C682F"
"2022-02-21",17,"Wapiti elk","",478712,"","OVLOWK98S40H989D"
"2022-03-23",17,"Wapiti elk","",478724,"","UAYJOG77C56Q827R"
"2022-03-27",17,"Wapiti elk","Brucellosi",478709,"Alternare vegetali a mangime medico","GRWXVM07K57A727R"
"2022-04-26",17,"Wapiti elk","",478726,"","DGDYWC41W37X227L"
"2022-05-05",17,"Wapiti elk","Salmonellosi aviarie non tifoidee",478719,"Mangime a base di Vegetali per 1 mese","TCIEMF28M57K540I"
"2022-06-04",17,"Wapiti elk","",478724,"","HCMNOI85R50S863N"
"2022-07-04",17,"Wapiti elk","",478712,"","HIJOOR58D37G603M"
"2022-08-03",17,"Wapiti elk","",478725,"","DBEFQA23Q80X119K"
"2022-09-02",17,"Wapiti elk","",478719,"","HODKWJ04P69L937F"
"2022-10-02",17,"Wapiti elk","",478712,"","GTRNQS12W82G871H"
"2022-11-01",17,"Wapiti elk","",478714,"","CBQNTJ86T75R285F"
"2022-11-11",17,"Wapiti elk","Paratubercolosi o Johne's Disease",478725,"Mangime a base di Vegetali per 1 mese","NPXWCN73L74H814E"
"2022-12-11",17,"Wapiti elk","",478710,"","CBFDND09F91H546K"
"2023-01-10",17,"Wapiti elk","",478711,"","MJJYOH26B81U169C"
"2021-01-24",17,"Mynah indian","",752223,"","MXWYXX83C31B873T"
"2021-02-23",17,"Mynah indian","",752216,"","FFNPLL70Q85Q417Y"
"2021-03-25",17,"Mynah indian","",752214,"","BXKXIK91F37M945W"
"2021-04-24",17,"Mynah indian","",752214,"","DGDYWC41W37X227L"
"2021-05-24",17,"Mynah indian","",752217,"","DMWBFI26H80R696J"
"2021-06-23",17,"Mynah indian","",752218,"","ZFOAKJ36I08K413L"
"2021-07-23",17,"Mynah indian","",752221,"","MJJYOH26B81U169C"
"2021-08-21",17,"Mynah indian","Paratubercolosi o Johne's Disease",752221,"Dieta liquida per 1 mese e poi risentire il Veterinario Curante","HTIZLM98F82A499K"
"2021-09-20",17,"Mynah indian","",752216,"","DMWBFI26H80R696J"
"2021-10-20",17,"Mynah indian","",752225,"","MJJYOH26B81U169C"
"2021-11-19",17,"Mynah indian","",752218,"","DZNPCP87G63Q961Q"
"2021-12-19",17,"Mynah indian","",752215,"","ICQQFH55P73G575S"
"2022-01-18",17,"Mynah indian","",752219,"","RLWBSX60B89K307G"
"2022-02-17",17,"Mynah indian","",752215,"","NPXWCN73L74H814E"
"2022-03-19",17,"Mynah indian","",752232,"","LSXHKI99G45I261M"
"2022-04-18",17,"Mynah indian","",752214,"","TDFCSH37D78G480U"
"2022-05-18",17,"Mynah indian","",752225,"","VJJKWX04D16K852M"
"2022-06-17",17,"Mynah indian","",752221,"","HTIZLM98F82A499K"
"2022-07-17",17,"Mynah indian","",752220,"","CFHACW39N88B188Y"
"2022-08-08",17,"Mynah indian","West nile disease",752217,"No mangime per i prossimi 2 mesi solo Vegetali","AZVQRE05Q26F968B"
"2022-09-07",17,"Mynah indian","",752232,"","BXKXIK91F37M945W"
"2022-10-07",17,"Mynah indian","",752216,"","YXVNEZ27G41S684L"
"2022-11-06",17,"Mynah indian","",752220,"","UBZOGR62T44A438F"
"2022-12-06",17,"Mynah indian","Leucosi bovina enzootica",752220,"Solo mangime medico per 4 settimane","QENHBQ79P95H124I"
"2022-12-16",17,"Mynah indian","Malattia emorragica virale del coniglio (MEV/RHD)",752230,"Solo mangime medico per 4 settimane","SFPKPJ09U63O240C"
"2023-01-15",17,"Mynah indian","",752222,"","DGDYWC41W37X227L"
"2023-02-14",17,"Mynah indian","",752216,"","XUDUCK56J87E249D"
"2023-03-16",17,"Mynah indian","",752220,"","EURLCQ48T11L828X"
"2023-04-12",17,"Mynah indian","Brucellosi",752220,"Solo mangime medico per 4 settimane","RMUFCJ21P23Y875K"
"2023-05-12",17,"Mynah indian","",752215,"","CFHACW39N88B188Y"
"2023-05-27",17,"Mynah indian","Leucosi bovina enzootica",752223,"Alternare vegetali a mangime medico","EURLCQ48T11L828X"
"2023-06-26",17,"Mynah indian","",752222,"","EXTHNF29D85P050R"
"2023-07-26",17,"Mynah indian","",752214,"","AZVQRE05Q26F968B"
"2023-08-25",17,"Mynah indian","",752217,"","DKKRNI12W38H575K"
"2021-08-07",17,"Pine siskin","",358444,"","AENIZK33V73S452W"
"2021-09-06",17,"Pine siskin","",358449,"","EURLCQ48T11L828X"
"2021-10-06",17,"Pine siskin","",358447,"","SFPKPJ09U63O240C"
"2021-11-05",17,"Pine siskin","",358452,"","UNMMKP78I91B283B"
"2021-12-05",17,"Pine siskin","",358442,"","HIJOOR58D37G603M"
"2022-01-04",17,"Pine siskin","",358450,"","DZNPCP87G63Q961Q"
"2022-02-03",17,"Pine siskin","",358436,"","RZXHMF06C91C657B"
"2022-03-05",17,"Pine siskin","",358441,"","BASQCC79U17X832X"
"2022-04-04",17,"Pine siskin","",358450,"","AZVQRE05Q26F968B"
"2022-05-04",17,"Pine siskin","",358435,"","XKDHSE52X77W080Z"
"2022-06-03",17,"Pine siskin","",358440,"","SRCJIT69V69B232C"
"2022-07-03",17,"Pine siskin","",358441,"","HUWCCJ71H63A894K"
"2022-08-02",17,"Pine siskin","",358442,"","UNMMKP78I91B283B"
"2022-09-01",17,"Pine siskin","",358450,"","EXTHNF29D85P050R"
"2022-10-01",17,"Pine siskin","",358450,"","EXTHNF29D85P050R"
"2022-10-31",17,"Pine siskin","Rinotracheite infettiva del bovino (IBR)",358446,"Solo mangime medico per 4 settimane","KVOXDR94O16L595F"
"2022-11-30",17,"Pine siskin","",358444,"","EURLCQ48T11L828X"
"2022-12-30",17,"Pine siskin","",358443,"","UNMMKP78I91B283B"
"2023-01-29",17,"Pine siskin","",358437,"","VJJKWX04D16K852M"
"2023-02-28",17,"Pine siskin","Trichinella",358442,"Mangime a base di Vegetali per 1 mese","RRSPAR95S04V869K"
"2021-12-28",17,"African lynx","",364020,"","CFHACW39N88B188Y"
"2022-01-27",17,"African lynx","",364016,"","XUDUCK56J87E249D"
"2022-02-26",17,"African lynx","",364024,"","MJJYOH26B81U169C"
"2022-03-28",17,"African lynx","",364024,"","HXOPFS49O09L860N"
"2022-04-27",17,"African lynx","",364025,"","EXTHNF29D85P050R"
"2022-05-27",17,"African lynx","",364023,"","EXTHNF29D85P050R"
"2022-06-26",17,"African lynx","",364026,"","ZUSDBT27S18I066Q"
"2021-04-20",17,"Tenrec tailless","",73513,"","GTBBNJ43V27L642G"
"2021-05-20",17,"Tenrec tailless","",73504,"","GTRNQS12W82G871H"
"2021-06-19",17,"Tenrec tailless","",73506,"","SRCJIT69V69B232C"
"2021-07-19",17,"Tenrec tailless","",73512,"","HXOPFS49O09L860N"
